AGE,GENDER,DOMAIN,PhD,YEARSEXP,UNIVERSITY,UOC_POSITION,OTHER_POSITION,OTHERSTATUS,USERWIKI,PU1.DEV_STUD_SKILL,PU2.IMPRV_STUD_LEARN,PU3.USEFUL_FOR_TEACH,PEU1.USER_FRIENDLY,PEU2.EZ_FIND_INFO,PEU3.EZ_EDIT_INFO,ENJ1.STIMULATE_CERIOSITY,ENJ2.ENTERTAINING,Qu1.CONTENT_RELIABLE,Qu2.CONTENT_UPDATED,Qu3.CONTENT_COMPRESV,Qu4.CONTENT_LOWER_QUALITY,Qu5.CONTENT_EDIT_TRUST,Vis1.VIZ_IMPROV,Vis2.EZ_RECORD_CONTRIB,Vis3.USED_CITE_PAPER,Im1.POPULAR_COLLEAGUES,Im2.APPREC_EDU_SHARE,Im3.COLLEAGUES_USING,SA1.IMPT_SHARE_ACADEMIC,SA2.IMPT_SHARE_RESEARCH,SA3.IMPT_STUD_ONLINE_COL,Use1.USED_TO_TEACH_MTRIAL,Use2.USED_TO_DEV_ACTIV,Use3.REC_STUD_USE,Use4.REC_COLL_USE,Use5.AGGREE_STUD_USE,Pf1.CONTRIB_BLOG,Pf2.CONTRIB_SOCIAL_NET,Pf3.PUBLISH_ACAD_OPEN_PLAT,JR1.UNIV_PROMOTE_OPEN_COLLAB,JR2.UNIV_CONSIDER_OPEN_COLLAB,BI1.FUTURE_REC_USE_COLL_STUD,BI2.FUTURE_USE_TEACH,Inc1.HELPFUL_BEST_PRAC,Inc2.HELPFUL_GET_INST_COLL,Inc3.HELPFUL_GET_TRAIN,Inc4.HELPFUL_INSTITUTION_RECGN,Exp1.CONSULT_EXPERTISE,Exp2.CONSULT_ACAD_ISSUES,Exp3.CONSULT_PERSONAL_ISSUES,Exp4.CONTRIB_WIKI,Exp5.USING_WORK_WITH_STUD
38,Male,HealthSciences,Yes,15,UOC,Adjunct,No,,No,5,3,5,5,5,,5,5,1,5,3,3,,,,3,3,1,,5,5,5,1,1,5,3,5,1,5,1,5,3,5,5,1,1,3,3,5,5,5,1,1
44,Male,Others,No,7,UOC,Adjunct,No,,No,5,5,5,5,3,3,5,5,3,5,3,3,1,3,3,5,1,3,3,3,5,5,3,1,3,3,1,1,1,3,5,5,3,3,5,5,5,3,3,5,3,1,5
43,Male,Arts&Humanities,No,12,UOC,Adjunct,No,,No,5,5,5,5,5,3,5,5,5,3,3,5,3,3,3,1,1,5,3,5,3,5,3,1,3,3,5,1,5,1,5,1,3,5,3,3,3,3,5,5,5,1,5
46,Male,Law&Politics,No,7,UOC,Adjunct,No,,No,3,3,3,1,5,1,3,5,3,5,1,5,1,1,1,1,1,5,3,5,5,5,1,1,1,1,1,1,5,5,5,3,1,1,5,5,5,3,1,3,5,1,1
50,Male,Arts&Humanities,No,12,UOC,Adjunct,No,,Yes,5,3,5,3,5,3,5,5,5,5,3,1,5,5,3,3,3,5,5,5,5,5,3,5,5,5,5,5,5,3,5,5,5,5,3,5,5,5,5,5,5,1,3
37,Male,Engineering&Architecture,Yes,12,UOC,Adjunct,Yes,Associate,No,5,5,5,5,5,5,5,5,5,5,5,1,5,5,1,3,3,3,5,5,1,5,3,1,5,5,5,1,1,1,5,1,5,5,3,3,3,5,5,5,5,1,1
50,Male,Sciences,No,,UOC,Adjunct,No,,No,3,1,1,5,5,3,5,5,1,1,1,3,1,1,5,1,1,5,3,5,5,5,1,1,1,3,3,1,1,1,,,1,1,5,1,3,1,1,5,5,1,1
44,Male,Arts&Humanities,No,12,UOC,Adjunct,No,,Yes,5,5,5,5,5,5,5,5,5,5,3,1,5,5,5,3,3,3,1,5,5,5,3,5,5,5,5,3,5,5,3,1,5,5,5,5,5,5,5,5,5,5,5
45,Male,Others,No,8,UOC,Adjunct,,,No,5,5,5,5,5,3,5,5,5,3,3,3,3,3,3,3,3,5,3,5,5,5,3,3,3,3,5,3,1,3,5,3,3,5,3,3,3,3,5,5,5,1,3
57,Male,Others,Yes,22,UOC,Adjunct,Yes,Associate,No,5,5,5,5,5,5,1,5,3,3,3,5,5,5,5,5,,,,,,,5,5,5,5,,1,1,3,1,1,5,5,5,5,5,1,5,5,1,1,5
47,Male,Engineering&Architecture,No,7,UOC,Adjunct,No,,No,3,5,5,5,5,1,5,3,5,5,5,3,5,3,3,5,5,3,5,5,5,5,5,1,5,5,5,1,5,5,5,1,5,5,3,5,3,3,5,5,5,1,1
53,Male,Arts&Humanities,No,5,UOC,Adjunct,No,,No,3,3,3,3,3,1,3,1,5,5,5,3,5,1,1,1,3,1,3,5,5,5,3,1,3,3,5,1,5,,5,3,3,3,1,5,5,5,5,5,5,1,1
46,Male,Law&Politics,No,1,UOC,Adjunct,No,,No,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,3,1,1,1,5,5,5,1,1,3,3,5,5,5,5,5,5,3,3,5,1,5,5,1,3,5,1,1
48,Male,Others,No,5,UOC,Adjunct,No,,No,5,5,5,5,5,5,5,3,3,3,3,5,3,3,3,3,3,5,5,5,5,5,3,1,3,3,5,3,5,3,5,5,5,3,5,5,5,5,3,3,3,1,3
37,Male,Others,No,6,UOC,Adjunct,No,,No,1,5,3,5,5,3,5,5,5,5,3,1,3,5,1,1,3,1,1,5,5,5,1,1,1,1,1,3,5,1,5,3,1,1,3,1,3,5,1,3,5,1,5
56,Male,Others,No,12,UOC,Adjunct,No,,No,1,1,3,5,5,3,1,1,1,3,1,1,3,1,1,1,1,1,1,5,5,5,1,1,3,3,3,1,3,1,,,1,1,1,1,1,1,1,3,5,1,1
37,Male,Engineering&Architecture,No,6,UOC,Adjunct,No,,No,5,5,5,5,5,5,5,5,3,3,3,1,3,3,3,1,5,5,5,5,5,5,5,1,3,5,3,1,3,1,3,3,5,3,5,5,5,5,5,5,5,1,3
31,Male,Others,No,4,UOC,Adjunct,No,,No,1,1,3,5,5,5,5,5,1,5,1,5,3,1,1,1,1,1,1,5,5,5,1,1,1,1,1,1,3,1,1,3,1,1,5,3,5,5,1,3,5,1,1
51,Male,HealthSciences,Yes,20,UOC,Adjunct,Yes,Others,Yes,3,3,5,5,5,5,5,5,3,3,1,1,3,3,5,1,1,5,1,5,1,5,1,1,3,3,1,5,3,1,5,3,3,3,5,5,5,5,5,5,3,3,5
45,Male,Others,No,17,UOC,Adjunct,Yes,Assistant,No,3,3,3,1,,,3,5,,,,,,,,3,1,1,1,5,5,5,1,1,1,1,3,5,5,,5,1,3,1,1,1,1,1,1,1,1,1,1
33,Male,Arts&Humanities,Yes,9,UOC,Adjunct,Yes,Lecturer,Yes,1,1,1,5,3,5,1,3,3,3,1,5,1,1,3,1,1,1,1,5,3,5,1,1,1,1,1,3,1,5,3,1,1,1,1,1,1,1,1,1,3,1,5
34,Male,Engineering&Architecture,No,,UOC,Adjunct,No,,Yes,5,3,5,3,5,3,5,3,1,3,1,1,1,5,5,1,1,3,1,5,5,5,1,1,3,1,3,1,1,1,5,3,3,3,5,3,3,3,1,1,3,1,5
33,Male,Law&Politics,No,3,UOC,Adjunct,No,,No,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,3,1,1,5,5,5,5,1,1,3,5,3,3,5,1,5,5,5,5,5,5,5,5,1,5,5,1,3
37,Male,Arts&Humanities,No,6,UOC,Adjunct,No,,No,5,3,5,5,5,5,5,5,5,5,5,1,5,3,5,1,3,3,5,5,5,5,3,3,3,3,5,5,5,5,5,1,3,3,5,5,5,3,1,5,5,1,3
40,Male,Arts&Humanities,Yes,10,UOC,Adjunct,Yes,Associate,No,3,3,5,5,5,,1,1,3,3,3,5,3,3,,1,1,1,1,3,5,5,3,1,5,1,5,5,1,1,3,3,3,3,5,5,5,5,5,5,5,1,1
34,Male,Engineering&Architecture,Yes,10,UOC,Adjunct,Yes,Associate,No,5,5,5,5,5,3,5,5,5,5,3,1,5,3,1,3,5,5,3,5,1,5,3,1,5,5,5,1,1,1,3,1,3,5,1,5,1,1,5,3,1,1,1
38,Male,Arts&Humanities,No,7,UOC,Adjunct,No,,No,3,5,5,5,5,3,5,5,5,5,3,5,5,5,3,1,1,3,5,5,5,5,3,3,5,5,5,1,5,3,5,3,5,5,5,5,5,5,5,5,5,1,5
34,Male,Sciences,No,3,UOC,Adjunct,No,,No,3,1,1,5,5,3,5,5,3,3,3,5,1,3,3,1,5,1,5,5,5,5,1,1,1,1,1,1,1,1,5,,1,1,5,5,5,3,1,5,5,1,1
50,Male,Arts&Humanities,Yes,17,UOC,Adjunct,Yes,Assistant,No,1,3,5,5,5,5,5,3,3,3,3,3,3,5,1,1,1,1,1,5,5,5,1,1,5,3,5,1,1,3,1,1,3,5,3,1,3,1,5,5,5,5,3
39,Male,Others,No,10,UOC,Adjunct,No,,No,3,3,3,5,5,1,5,5,3,3,5,3,3,1,1,1,5,3,3,3,5,5,1,1,3,3,1,1,1,1,5,5,3,1,5,3,5,5,1,1,5,1,1
39,Male,Law&Politics,Yes,12,UOC,Adjunct,,,No,5,3,3,5,5,1,3,3,5,5,5,3,1,1,3,1,1,3,1,5,,5,1,1,1,,3,3,1,1,5,1,1,1,5,3,3,3,1,3,3,1,1
40,Male,Law&Politics,No,16,UOC,Adjunct,Yes,Others,No,3,3,1,5,1,5,3,3,1,1,1,5,1,3,1,1,1,1,1,5,5,5,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
41,Male,Arts&Humanities,Yes,10,UOC,Adjunct,No,,No,3,3,5,3,5,5,5,3,5,5,3,1,3,1,3,3,5,5,3,3,5,5,1,1,5,5,3,1,3,1,3,3,3,3,3,3,5,5,5,5,5,3,1
39,Male,Engineering&Architecture,No,10,UOC,Adjunct,No,,No,3,5,5,5,5,,5,5,3,1,3,3,3,1,,1,5,5,,5,5,5,,,5,,5,1,1,3,,,,,5,,5,5,5,5,5,1,5
42,Male,Sciences,Yes,15,UOC,Adjunct,Yes,Associate,No,5,5,5,5,5,5,5,5,5,5,5,1,3,3,5,1,5,3,5,3,1,5,3,1,5,3,5,1,1,1,3,3,3,3,1,1,1,1,5,1,3,1,3
36,Male,Engineering&Architecture,No,12,UOC,Adjunct,No,,No,5,3,5,5,3,3,3,5,5,5,3,3,3,3,3,3,3,3,3,5,5,3,5,3,3,1,5,5,5,5,1,1,3,5,5,3,1,3,1,3,5,5,1
47,Male,Engineering&Architecture,Yes,24,UOC,Adjunct,Yes,Associate,No,1,1,1,5,3,5,3,3,1,1,1,3,1,1,3,1,1,5,3,5,3,5,1,1,1,1,1,1,1,5,5,5,1,1,1,1,1,1,3,1,1,1,1
51,Male,Engineering&Architecture,No,8,UOC,Adjunct,No,,Yes,3,3,5,3,3,1,3,3,5,5,5,5,5,5,1,5,5,3,3,3,3,3,3,3,3,3,3,1,1,1,,,,,,5,5,,3,3,3,1,1
35,Male,Engineering&Architecture,Yes,5,UOC,Adjunct,No,,No,5,5,5,5,5,5,5,5,5,5,5,1,5,5,3,1,5,5,5,5,5,5,5,1,1,1,5,1,3,3,5,5,5,5,5,1,1,1,5,5,5,1,5
52,Male,#N/A,No,,UOC,Adjunct,No,,No,5,5,5,5,3,5,5,5,3,3,1,,3,5,5,5,5,,,5,5,5,5,,5,5,5,5,5,,,,,,,,,,,5,5,,3
45,Male,Others,No,3,UOC,Adjunct,No,,Yes,5,3,5,5,5,3,5,5,5,5,5,5,5,5,5,1,3,3,3,5,5,5,1,1,5,5,5,1,5,5,5,3,3,3,5,3,3,3,3,5,5,1,5
36,Male,Law&Politics,No,3,UOC,Adjunct,No,,No,5,5,3,5,5,5,5,5,5,5,5,3,1,5,,1,3,5,5,5,5,5,1,1,3,3,5,1,1,1,5,5,5,5,5,5,5,5,5,5,,3,5
36,Male,Sciences,No,10,UOC,Adjunct,Yes,Assistant,No,5,5,5,5,3,3,5,5,5,5,3,5,5,3,3,1,3,3,,5,5,5,5,5,3,3,5,1,1,1,5,1,1,5,1,3,5,1,3,5,5,1,1
39,Male,Others,No,4,UOC,Adjunct,No,,No,5,3,5,5,5,5,5,5,5,3,5,1,5,3,3,1,3,5,3,5,5,5,1,1,5,3,5,1,3,5,5,5,5,3,5,5,3,1,3,5,5,1,3
45,Male,Law&Politics,Yes,22,UOC,Adjunct,Yes,Associate,No,1,1,1,3,3,3,1,3,1,1,1,5,1,1,3,1,1,3,1,5,5,5,1,1,1,1,1,5,5,1,1,1,1,1,5,3,3,5,1,1,1,1,5
46,Male,HealthSciences,Yes,10,UOC,Adjunct,No,,No,5,5,5,5,5,3,5,5,5,5,5,1,5,5,3,1,1,5,5,5,1,5,3,3,5,1,5,1,3,1,5,3,5,5,5,5,5,5,5,5,5,1,5
46,Male,HealthSciences,Yes,20,UOC,Adjunct,Yes,Associate,No,3,3,5,5,5,3,5,5,3,3,3,3,1,3,1,1,3,5,3,5,5,5,1,1,5,5,5,1,1,1,5,5,3,3,5,5,3,5,5,5,5,1,3
41,Male,Engineering&Architecture,No,13,UOC,Adjunct,Yes,Others,No,3,5,3,5,5,5,5,5,3,3,3,5,3,3,3,1,3,5,3,5,5,5,3,3,5,3,5,1,5,1,3,1,5,5,5,5,3,5,5,5,1,1,3
33,Male,Others,No,8,UOC,Adjunct,No,,No,1,1,1,3,3,3,1,1,1,3,1,5,1,1,3,1,1,5,1,5,5,5,1,1,1,1,1,3,5,1,5,5,1,1,1,5,1,5,1,1,5,1,1
50,Male,Others,Yes,25,UOC,Adjunct,Yes,Others,Yes,3,1,5,5,5,1,3,3,5,5,5,3,5,1,3,3,3,5,3,5,3,5,5,3,5,5,5,1,1,1,5,3,5,5,3,3,3,3,5,3,1,1,3
53,Male,Arts&Humanities,No,2,UOC,Adjunct,No,,No,3,5,5,5,5,3,5,5,3,5,3,3,5,3,3,5,5,3,3,5,5,5,5,3,5,5,5,3,5,3,5,5,5,5,5,3,3,3,5,5,,3,3
41,Male,Others,Yes,15,UOC,Adjunct,Yes,Associate,No,5,5,5,5,3,3,5,5,3,3,3,5,3,3,3,1,3,5,3,5,5,5,1,1,1,3,5,1,1,1,3,1,3,3,1,5,3,3,5,5,5,1,1
38,Male,Others,No,10,UOC,Adjunct,No,,No,5,5,5,5,5,1,3,5,3,3,5,3,3,3,3,1,5,3,5,5,5,5,1,3,1,1,5,3,5,1,5,5,1,3,5,5,3,3,3,3,3,1,3
56,Male,Others,No,15,UOC,Adjunct,Yes,Professor,No,5,5,5,5,1,5,3,3,5,5,1,5,3,3,3,3,1,5,5,5,5,5,1,1,5,5,5,1,3,5,5,5,5,5,5,5,5,5,5,5,5,1,3
45,Male,Others,No,10,UOC,Adjunct,No,,Yes,5,5,5,5,5,5,5,5,5,5,3,3,5,5,5,3,1,1,3,5,5,5,3,3,5,5,5,5,5,5,5,1,5,5,5,3,3,5,5,5,5,3,3
42,Male,Engineering&Architecture,No,8,UOC,Adjunct,No,,No,3,3,3,5,5,1,5,5,1,1,3,3,1,3,3,1,1,5,5,5,5,5,3,3,3,1,5,1,1,1,3,3,1,1,1,1,1,1,3,5,5,1,1
45,Male,Others,No,15,UOC,Adjunct,No,,No,3,3,1,5,5,3,5,5,3,3,3,5,1,3,1,1,1,3,3,3,3,5,1,1,1,1,5,3,5,3,5,5,3,3,5,5,5,5,1,3,3,1,1
42,Male,Others,Yes,18,UOC,Adjunct,Yes,Associate,No,5,5,5,5,5,3,5,3,5,5,5,3,3,3,3,5,1,3,3,5,1,3,3,1,5,5,3,1,1,1,5,3,5,5,3,3,3,3,1,3,1,1,1
49,Male,Others,No,16,UOC,Adjunct,No,,No,3,5,3,5,5,,3,3,3,3,3,5,1,,,1,1,,,5,5,5,1,1,5,5,5,3,1,1,5,5,3,3,5,5,5,3,3,3,3,1,3
48,Male,Law&Politics,No,10,UOC,Adjunct,No,,No,1,1,1,5,5,1,1,3,1,3,3,1,1,1,1,1,1,3,1,3,3,3,1,1,1,1,3,1,1,1,5,5,1,1,1,1,1,1,1,1,1,1,1
35,Male,Others,Yes,11,UOC,Adjunct,Yes,Others,No,3,3,3,5,5,3,5,5,5,5,3,1,3,1,3,1,3,5,3,5,5,5,1,1,3,3,5,1,1,1,5,1,3,3,5,5,3,5,1,5,3,1,5
32,Male,Others,Yes,6,UOC,Adjunct,No,,Yes,3,1,3,3,5,5,5,5,3,3,5,5,3,5,5,3,5,3,1,5,5,5,1,5,3,3,1,5,5,5,5,5,5,5,5,3,5,5,3,1,5,1,5
43,Male,Engineering&Architecture,No,10,UOC,Adjunct,No,,Yes,3,3,5,3,3,3,5,5,1,3,1,5,1,3,3,1,1,3,3,5,5,5,3,1,5,3,,1,1,1,1,1,3,3,3,3,3,3,3,1,5,1,3
43,Male,Sciences,Yes,5,UOC,Adjunct,Yes,Others,No,1,5,3,5,5,1,3,5,3,5,3,1,5,5,1,3,5,3,1,5,5,5,5,5,5,5,5,1,5,5,5,3,5,5,5,3,1,5,5,3,3,1,5
32,Male,Others,No,3,UOC,Adjunct,No,,Yes,5,5,5,3,5,5,5,5,5,5,5,5,3,5,3,1,3,5,1,5,5,5,5,5,5,5,5,5,5,5,3,1,5,5,5,1,3,5,5,5,5,5,1
38,Male,Others,Yes,4,UOC,Adjunct,No,,Yes,1,1,1,5,5,5,5,5,1,3,3,5,1,1,1,1,1,1,5,5,5,5,1,1,1,1,3,3,5,5,1,1,1,1,1,1,1,1,1,5,5,3,1
33,Male,Engineering&Architecture,No,12,UOC,Adjunct,No,,No,1,1,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
46,Male,Others,No,10,UOC,Adjunct,No,,No,1,1,3,5,5,3,5,3,3,3,5,5,3,1,3,1,3,5,3,5,5,5,1,1,1,1,3,1,1,1,3,3,3,3,1,3,1,1,1,5,5,1,1
56,Male,Others,No,10,UOC,Adjunct,No,,No,1,3,3,5,5,3,5,3,3,3,3,3,1,1,1,1,1,5,1,5,5,5,1,1,1,1,3,1,5,1,5,5,1,1,5,3,5,5,1,1,3,1,1
42,Male,Others,Yes,14,UOC,Adjunct,Yes,Associate,No,5,5,3,5,5,,5,5,5,3,3,5,3,3,,1,3,5,3,5,3,5,1,1,5,3,5,1,1,1,1,1,3,1,3,3,1,1,3,3,5,1,1
42,Male,Engineering&Architecture,Yes,14,UOC,Adjunct,Yes,Associate,No,1,3,3,5,5,1,5,3,5,5,3,1,5,3,3,1,1,5,1,5,5,5,1,1,3,1,3,1,1,1,5,3,1,1,5,3,3,5,5,3,5,1,1
46,Male,Sciences,Yes,22,UOC,Adjunct,Yes,Associate,No,3,5,5,5,5,3,5,5,5,5,5,1,5,1,3,1,5,5,5,5,5,5,1,1,3,5,5,1,1,1,5,5,5,5,1,5,5,3,5,3,3,1,1
47,Male,Engineering&Architecture,Yes,23,UOC,Adjunct,Yes,Professor,No,3,3,3,5,5,5,3,3,3,3,3,3,3,5,1,1,1,3,1,5,3,3,1,1,3,3,3,1,1,3,1,1,1,3,5,5,3,5,1,5,3,1,1
55,Male,Arts&Humanities,No,20,UOC,Adjunct,Yes,Others,No,5,3,5,5,5,5,5,5,3,5,3,3,5,3,3,1,1,3,5,5,5,5,3,3,3,5,5,1,1,1,5,3,3,3,3,3,3,3,3,5,5,1,5
59,Male,Law&Politics,No,15,UOC,Adjunct,No,,No,3,3,3,3,3,1,3,3,1,1,1,3,3,3,,1,1,1,1,1,1,5,1,,1,1,1,1,1,1,3,1,1,1,3,3,5,5,1,1,1,1,1
34,Male,Others,No,4,UOC,Adjunct,No,,No,1,5,5,5,5,5,5,5,1,1,1,1,5,5,1,5,1,1,1,5,5,5,1,1,1,1,5,5,5,5,5,5,3,5,1,5,5,5,1,5,5,1,1
39,Male,Engineering&Architecture,No,3,UOC,Adjunct,No,,Yes,5,5,5,5,5,5,5,5,5,3,1,5,5,3,,5,1,5,3,5,5,5,5,1,5,5,5,1,1,1,3,3,5,5,5,5,5,5,5,5,5,5,1
49,Male,#N/A,Yes,21,UOC,Adjunct,No,,No,5,5,5,5,5,5,5,5,5,5,5,3,5,5,3,5,3,3,3,5,5,5,3,3,5,5,5,5,5,5,5,5,5,5,1,1,1,5,5,5,5,3,5
36,Male,Others,Yes,9,UOC,Adjunct,Yes,Lecturer,No,5,5,5,5,5,3,3,3,5,5,1,1,3,1,1,1,1,5,3,5,5,5,1,1,5,1,5,3,3,1,5,3,5,5,5,5,3,3,3,3,1,1,1
33,Male,Engineering&Architecture,No,2,UOC,Adjunct,No,,No,3,3,5,3,3,3,5,3,3,3,3,1,3,3,1,1,5,3,3,5,3,3,1,1,3,1,3,1,1,1,5,1,1,3,3,3,3,3,3,3,3,1,1
49,Male,Law&Politics,No,8,UOC,Adjunct,No,,No,3,5,3,5,,1,5,3,3,3,1,5,1,3,1,1,1,3,3,3,5,5,1,1,1,1,3,1,1,1,5,5,3,3,5,5,3,3,3,3,5,1,1
47,Male,Engineering&Architecture,Yes,24,UOC,Adjunct,Yes,Professor,No,1,1,1,5,5,5,1,3,3,3,1,5,1,1,3,1,1,1,1,3,1,5,1,1,1,1,1,3,3,1,3,5,1,1,5,1,1,1,1,3,3,1,1
40,Male,Others,Yes,15,UOC,Adjunct,Yes,Assistant,No,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,1,3,1,1,5,5,5,1,1,1,1,5,1,1,5,1,1,3,3,,,,,1,5,5,1,1
40,Male,Others,Yes,18,UOC,Adjunct,Yes,Associate,No,3,3,3,5,5,,5,5,5,5,3,3,3,3,,,3,5,3,5,5,,,,,,3,,,,5,5,,,,,,,5,,5,,
38,Male,Law&Politics,No,10,UOC,Adjunct,No,,No,3,3,3,5,5,3,3,3,5,5,5,3,3,3,3,1,3,3,3,5,5,5,1,1,1,1,3,1,1,1,5,3,3,3,5,5,5,5,1,1,1,1,1
44,Male,Law&Politics,No,12,UOC,Adjunct,Yes,Others,No,1,3,1,3,1,5,5,3,1,5,5,5,5,5,3,1,1,1,1,5,5,3,1,1,1,1,1,1,1,1,5,1,1,1,5,5,3,3,1,1,3,1,1
36,Male,Law&Politics,No,8,UOC,Adjunct,No,,No,3,3,3,5,3,1,5,5,5,5,5,1,5,5,5,1,3,3,1,5,5,5,1,1,1,1,5,1,1,1,5,3,5,3,5,5,5,5,3,3,3,1,1
40,Male,Arts&Humanities,No,8,UOC,Adjunct,No,,No,1,1,3,3,3,3,5,3,3,3,1,3,3,5,5,1,1,5,1,5,5,5,1,1,1,1,1,1,3,1,5,3,3,3,5,5,5,5,5,5,5,1,3
40,Male,Engineering&Architecture,No,13,UOC,Adjunct,No,,No,5,3,5,3,3,5,3,,5,5,5,3,3,3,5,3,3,3,3,3,3,3,3,3,3,3,5,3,3,3,1,1,3,3,5,5,5,5,3,5,,3,1
37,Male,Engineering&Architecture,No,8,UOC,Adjunct,No,,No,3,1,3,5,5,5,1,3,3,1,3,3,3,5,3,1,5,5,5,5,5,5,3,1,3,3,5,1,5,5,3,3,3,5,,1,1,1,3,5,1,1,5
41,Male,Others,No,12,UOC,Adjunct,Yes,Others,No,3,5,5,5,5,3,5,3,1,3,1,3,1,3,3,1,3,3,3,5,5,5,1,1,3,3,5,1,1,1,3,1,1,3,5,1,5,3,3,5,5,1,1
44,Male,Law&Politics,Yes,16,UOC,Adjunct,Yes,Associate,No,5,3,3,3,5,5,5,5,3,3,3,5,5,3,5,1,1,1,1,5,5,5,1,1,1,1,3,1,1,1,1,1,1,1,3,1,1,5,1,3,5,1,1
63,Male,Others,Yes,35,UOC,Adjunct,Yes,Associate,No,1,3,3,5,5,1,3,3,3,3,1,3,3,1,1,1,1,5,3,5,,5,1,1,3,1,3,1,3,5,5,5,3,3,3,5,3,5,3,3,3,1,1
38,Male,Law&Politics,Yes,,UOC,Adjunct,Yes,Associate,No,5,5,5,5,5,,5,5,5,5,5,5,5,5,5,1,3,1,5,5,5,5,1,1,1,1,5,1,1,1,5,5,1,1,3,1,5,5,3,5,5,,1
54,Male,Arts&Humanities,Yes,7,UOC,Adjunct,No,,No,3,5,5,5,5,5,5,5,3,3,1,1,3,3,3,1,1,1,5,3,5,5,1,1,3,1,5,1,1,1,5,5,3,3,5,5,5,5,5,5,5,1,1
36,Male,Others,No,6,UOC,Adjunct,No,,No,5,3,5,5,5,3,5,5,5,5,5,1,5,3,5,5,1,1,3,5,5,5,3,1,5,5,5,5,5,5,3,1,5,5,3,3,5,1,5,5,5,1,1
46,Male,Others,No,12,UOC,Adjunct,No,,No,5,5,5,5,5,5,5,5,5,5,5,1,3,5,5,5,3,5,5,5,5,5,1,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,3,5,5,1,5
42,Male,Others,Yes,18,UOC,Adjunct,Yes,Assistant,No,3,3,5,5,5,3,5,5,5,5,5,3,5,3,3,3,3,3,3,5,5,5,1,1,3,1,3,1,3,1,5,1,3,3,5,5,5,5,5,5,5,1,3
45,Male,Law&Politics,Yes,15,UOC,Adjunct,Yes,Professor,No,5,3,3,5,5,3,5,5,3,3,3,5,1,1,3,1,1,1,1,3,3,3,1,1,1,1,3,1,1,1,1,1,1,3,3,3,3,3,3,1,5,1,1
43,Male,Others,No,9,UOC,Adjunct,No,,No,5,3,3,5,5,3,5,3,5,5,3,5,5,3,3,1,3,5,3,5,5,5,1,1,1,1,3,1,1,1,5,5,1,1,5,5,5,5,1,1,5,1,1
47,Male,Law&Politics,No,,UOC,Adjunct,Yes,Others,No,1,1,1,3,3,3,3,,1,3,1,5,3,1,1,1,1,5,1,3,5,5,1,1,1,1,1,5,5,3,3,5,1,1,5,5,5,3,1,1,5,,1
45,Male,Arts&Humanities,No,4,UOC,Adjunct,Yes,Others,No,3,1,1,5,5,,5,5,1,3,3,5,1,1,1,1,,5,,3,5,5,1,1,1,1,1,1,1,1,5,1,1,1,3,3,3,3,3,5,5,1,5
41,Male,Arts&Humanities,Yes,11,UOC,Adjunct,Yes,Lecturer,No,5,3,3,5,5,5,5,5,1,3,3,3,1,5,3,1,1,3,5,5,5,5,1,1,1,1,3,1,3,1,5,3,3,3,5,5,3,1,5,5,5,1,1
39,Male,Engineering&Architecture,No,9,UOC,Adjunct,No,,No,5,5,5,5,5,3,5,5,5,5,,3,5,3,3,3,5,5,5,5,5,5,5,1,5,5,5,5,3,1,5,5,5,5,5,5,5,5,5,5,5,1,5
37,Male,Others,No,3,UOC,Adjunct,No,,No,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,5,3,3,3,3,3,3,3,3,3,3,3,3,3,5,3,3,3,3,3,3,5
40,Male,Arts&Humanities,Yes,12,UOC,Adjunct,Yes,Associate,No,1,3,1,1,3,5,5,5,1,3,5,5,3,5,3,1,5,5,5,1,1,1,1,3,1,1,3,1,1,1,3,5,1,1,3,3,3,3,3,1,5,3,1
69,Male,Engineering&Architecture,No,10,UOC,Adjunct,No,,No,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,3,3,3,5,3,5,3,3,3,3,3
38,Male,Engineering&Architecture,No,4,UOC,Adjunct,No,,No,1,3,3,5,5,5,5,5,3,5,5,3,5,3,5,5,3,1,3,5,5,5,3,1,3,3,5,5,3,5,3,3,3,5,5,3,5,3,5,5,3,1,5
30,Male,Others,Yes,6,UOC,Adjunct,No,,No,5,3,5,5,5,5,5,5,5,5,3,3,1,3,3,1,1,1,5,5,5,5,1,1,3,5,5,5,5,5,5,5,3,3,5,5,5,5,5,5,5,5,5
34,Male,Engineering&Architecture,Yes,10,UOC,Adjunct,Yes,Associate,Yes,5,5,5,5,5,5,5,5,3,5,5,1,1,1,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,5,5,3,5,5,3,5,5,3,5,5
